"TUITIONFEE_OUT","ADM_RATE","STABBR","INSTNM","COSTT4_A","UGDS","ACTCM25","ACTCM75","SATMT25","SATMT75"
"NULL","NULL","CA","SouthernCaliforniaUniversitySO","NULL","17","NULL","NULL","NULL","NULL"
"NULL","NULL","CA","PaulMitchelltheSchoolEastBay","NULL","194","NULL","NULL","NULL","NULL"
"16761","NULL","VA","SouthUniversityRichmond","28476","614","NULL","NULL","NULL","NULL"
"16761","NULL","VA","SouthUniversityVirginiaBeach","29107","567","NULL","NULL","NULL","NULL"
"NULL","NULL","CO","AvedaInstituteDenver","NULL","387","NULL","NULL","NULL","NULL"
"NULL","NULL","CO","PaulMitchelltheSchoolColoradoSprings","NULL","233","NULL","NULL","NULL","NULL"
"NULL","NULL","CO","TheSalonProfessionalAcademyColoradoSprings","NULL","60","NULL","NULL","NULL","NULL"
"NULL","NULL","DE","PaulMitchelltheSchoolDelaware","NULL","135","NULL","NULL","NULL","NULL"
"6614","NULL","FL","FutureTechInstitute","10470","128","NULL","NULL","NULL","NULL"
"NULL","NULL","FL","MarchmanTechnicalEducationCenter","NULL","204","NULL","NULL","NULL","NULL"
"NULL","NULL","FL","EurekaInstituteofHealthandBeauty","NULL","63","NULL","NULL","NULL","NULL"
"NULL","NULL","FL","TheSalonProfessionalAcademyFtMyers","NULL","35","NULL","NULL","NULL","NULL"
"NULL","NULL","IL","SOLEXCollege","NULL","76","NULL","NULL","NULL","NULL"
"NULL","NULL","IL","UnityCosmetologyCollege","NULL","40","NULL","NULL","NULL","NULL"
"NULL","NULL","IL","UniversalSpaTrainingAcademy","NULL","146","NULL","NULL","NULL","NULL"
"NULL","NULL","IN","TheSalonProfessionalAcademyEvansville","NULL","99","NULL","NULL","NULL","NULL"
"NULL","NULL","MA","TriCountyRegionalVocationalTechnicalHighSchool","NULL","56","NULL","NULL","NULL","NULL"
"14175","1","MI","CompassCollegeofCinematicArts","24454","116","NULL","NULL","NULL","NULL"
"NULL","NULL","MN","NovaAcademyofCosmetology","NULL","59","NULL","NULL","NULL","NULL"
"10822","NULL","NJ","StartingPointsInc","23581","46","NULL","NULL","NULL","NULL"
"NULL","NULL","NY","SAEInstituteofTechnologyNewYork","NULL","128","NULL","NULL","NULL","NULL"
"NULL","NULL","NY","JohnPaolo'sXtremeBeautyInstituteGoldwellProductArtistry","NULL","8","NULL","NULL","NULL","NULL"
"NULL","NULL","OH","TheArtisanCollegeofCosmetology","NULL","23","NULL","NULL","NULL","NULL"
"NULL","NULL","OR","SageSchoolofMassageEsthetics","NULL","14","NULL","NULL","NULL","NULL"
"NULL","NULL","TX","PelotonCollege","NULL","93","NULL","NULL","NULL","NULL"
"NULL","NULL","TX","ABCBeautyAcademy","NULL","72","NULL","NULL","NULL","NULL"
"NULL","NULL","TX","SalonSpaInstitute","NULL","64","NULL","NULL","NULL","NULL"
"NULL","NULL","UT","AmericanBeautyAcademy","NULL","26","NULL","NULL","NULL","NULL"
"NULL","NULL","WA","SummitSalonAcademy","NULL","132","NULL","NULL","NULL","NULL"
"NULL","NULL","WI","PaulMitchelltheSchoolMilwaukee","NULL","131","NULL","NULL","NULL","NULL"
"18048","0.9681","IN","ITTTechnicalInstituteMerrillville","26906","251","NULL","NULL","NULL","NULL"
"18048","0.5909","FL","ITTTechnicalInstituteTallahassee","28255","320","NULL","NULL","NULL","NULL"
"18048","0.5313","VA","ITTTechnicalInstituteSalem","28618","194","NULL","NULL","NULL","NULL"
"18048","0.685","OH","ITTTechnicalInstituteAkron","28272","216","NULL","NULL","NULL","NULL"
"18048","0.9338","CA","ITTTechnicalInstituteCorona","27083","392","NULL","NULL","NULL","NULL"
"18048","0.9583","TN","ITTTechnicalInstituteJohnsonCity","28823","129","NULL","NULL","NULL","NULL"
"18048","0.9778","TX","ITTTechnicalInstituteDeSoto","26806","229","NULL","NULL","NULL","NULL"
"18048","0.9565","SC","ITTTechnicalInstituteNorthCharleston","27646","272","NULL","NULL","NULL","NULL"
"18048","0.9059","CO","ITTTechnicalInstituteAurora","27724","213","NULL","NULL","NULL","NULL"
"18048","0.9242","MI","ITTTechnicalInstituteDearborn","26830","320","NULL","NULL","NULL","NULL"
"18048","0.9412","NV","ITTTechnicalInstituteLasVegas","27555","449","NULL","NULL","NULL","NULL"
"14600","NULL","CA","TouroUniversityWorldwide","17882","382","NULL","NULL","NULL","NULL"
"NULL","NULL","CA","TouroUniversityCalifornia","NULL","NULL","NULL","NULL","NULL","NULL"
"NULL","NULL","DC","TheChicagoSchoolofProfessionalPsychologyatWashington","NULL","NULL","NULL","NULL","NULL","NULL"
"NULL","NULL","NV","TouroUniversityNevada","NULL","66","NULL","NULL","NULL","NULL"
"13090","1","WI","HerzingUniversityKenosha","26344","410","NULL","NULL","NULL","NULL"
"13090","0.9565","WI","HerzingUniversityBrookfield","26595","320","NULL","NULL","NULL","NULL"
"NULL","NULL","TX","TexasAMUniversitySanAntonio","NULL","3630","NULL","NULL","NULL","NULL"
"NULL","NULL","TX","FortisInstituteHouston","NULL","362","NULL","NULL","NULL","NULL"
"NULL","NULL","TX","SouthernCareersInstituteBrownsville","NULL","564","NULL","NULL","NULL","NULL"
"NULL","NULL","TX","SouthernCareersInstituteHarlingen","NULL","428","NULL","NULL","NULL","NULL"
"12975","NULL","DC","StrayerUniversityGlobalRegion","29544","4416","NULL","NULL","NULL","NULL"
"NULL","NULL","NC","Regina'sCollegeofBeautyCharlotte","NULL","89","NULL","NULL","NULL","NULL"
"NULL","NULL","SC","KennethShulerSchoolofCosmetologyFlorence","NULL","154","NULL","NULL","NULL","NULL"
"15880","NULL","SC","FortisCollegeColumbia","22941","393","NULL","NULL","NULL","NULL"
"13131","NULL","NM","BrownMackieCollegeAlbuquerque","24210","610","NULL","NULL","NULL","NULL"
"12672","NULL","MO","BrownMackieCollegeStLouis","22211","347","NULL","NULL","NULL","NULL"
"NULL","NULL","IN","AvantGardTheSchool","NULL","49","NULL","NULL","NULL","NULL"
"NULL","NULL","WA","TheBeautyInstituteSchwarzkopfProfessionalBellingham","NULL","67","NULL","NULL","NULL","NULL"
"9570","NULL","CA","CaliforniaUniversityofManagementandSciences","23925","84","NULL","NULL","NULL","NULL"
"NULL","NULL","MI","RossMedicalEducationCenterDavison","NULL","150","NULL","NULL","NULL","NULL"
"NULL","NULL","IN","RossMedicalEducationCenterGranger","NULL","193","NULL","NULL","NULL","NULL"
"NULL","NULL","OH","RossMedicalEducationCenterNiles","NULL","201","NULL","NULL","NULL","NULL"
"NULL","NULL","MI","RossMedicalEducationCenterCanton","NULL","147","NULL","NULL","NULL","NULL"
"NULL","NULL","TX","PimaMedicalInstituteHouston","NULL","917","NULL","NULL","NULL","NULL"
"NULL","NULL","IL","IllinoisMediaSchoolChicagoCampus","NULL","229","NULL","NULL","NULL","NULL"
"NULL","NULL","TX","SouthTexasVocationalTechnicalInstituteSanAntonio","NULL","441","NULL","NULL","NULL","NULL"
"NULL","0.9418","TX","ConcordeCareerCollegeDallas","NULL","611","NULL","NULL","NULL","NULL"
"NULL","0.8623","FL","ConcordeCareerInstituteOrlando","NULL","333","NULL","NULL","NULL","NULL"
"NULL","0.8229","TX","ConcordeCareerCollegeSanAntonio","NULL","580","NULL","NULL","NULL","NULL"
"13932","NULL","CO","EcotechInstitute","23982","242","NULL","NULL","NULL","NULL"
"NULL","0.6364","RI","JohnsonWalesUniversityOnline","NULL","244","NULL","NULL","NULL","NULL"
"14090","NULL","TX","EverestCollegeFortWorthSouth","29890","437","NULL","NULL","NULL","NULL"
"22642","0.4828","PA","GeisingerLewistownHospitalSchoolofNursing","35963","43","NULL","NULL","NULL","NULL"
"7356","NULL","CA","MorenoValleyCollege","13227","7269","NULL","NULL","NULL","NULL"
"NULL","NULL","NY","HairDesignInstituteatFifthAvenueNewYork","NULL","107","NULL","NULL","NULL","NULL"
"NULL","NULL","NY","OnondagaSchoolofTherapeuticMassageRochester","NULL","53","NULL","NULL","NULL","NULL"
"7356","NULL","CA","NorcoCollege","12092","8104","NULL","NULL","NULL","NULL"
"19056","NULL","MI","DorseyBusinessSchoolsSaginaw","32009","216","NULL","NULL","NULL","NULL"
"NULL","NULL","CA","MilanInstituteofCosmetologyLaQuinta","NULL","140","NULL","NULL","NULL","NULL"
"NULL","NULL","ID","MilanInstituteNampa","NULL","168","NULL","NULL","NULL","NULL"
"NULL","NULL","TX","MilanInstituteofCosmetologyElPaso","NULL","435","NULL","NULL","NULL","NULL"
"NULL","NULL","TX","UniversalTechnicalInstituteDallasFortWorth","NULL","1178","NULL","NULL","NULL","NULL"
"NULL","NULL","NY","FingerLakesSchoolofMassage","NULL","71","NULL","NULL","NULL","NULL"
"NULL","NULL","MN","ParkAvenueSchoolofCosmetology","NULL","53","NULL","NULL","NULL","NULL"
"NULL","NULL","NH","SalterSchoolofNursingandAlliedHealth","NULL","145","NULL","NULL","NULL","NULL"
"NULL","NULL","MA","SalterSchoolNewBedford","NULL","64","NULL","NULL","NULL","NULL"
"NULL","NULL","PA","HarrisSchoolofBusinessUpperDarbyCampus","NULL","581","NULL","NULL","NULL","NULL"
"13032","NULL","TX","BrownMackieCollegeSanAntonio","24012","712","NULL","NULL","NULL","NULL"
"NULL","NULL","FL","HollywoodInstituteofBeautyCareers","NULL","8","NULL","NULL","NULL","NULL"
"9884","NULL","NJ","CortivaInstituteNewJersey","23468","109","NULL","NULL","NULL","NULL"
"NULL","0.8261","CA","CambridgeJuniorCollegeWoodland","NULL","56","NULL","NULL","NULL","NULL"
"6450","NULL","PR","ICPRJuniorCollegeManati","11649","488","NULL","NULL","NULL","NULL"
"NULL","NULL","CT","RidleyLowellBusinessTechnicalInstituteDanbury","NULL","131","NULL","NULL","NULL","NULL"
"NULL","NULL","FL","ArtisticNailsandBeautyAcademyLakeland","NULL","54","NULL","NULL","NULL","NULL"
"NULL","NULL","CA","AlliedAmericanUniversity","NULL","2410","NULL","NULL","NULL","NULL"
"9315","NULL","CO","AmericanSentinelUniversity","NULL","1569","NULL","NULL","NULL","NULL"
"25665","0.8935","IL","TribecaFlashpointCollege","37044","288","NULL","NULL","NULL","NULL"
"16508","NULL","HI","HawaiiMedicalCollege","NULL","14","NULL","NULL","NULL","NULL"
"NULL","NULL","NC","CarolinaCollegeofHairDesign","NULL","58","NULL","NULL","NULL","NULL"
"13932","NULL","LA","VirginiaCollegeBatonRouge","23925","435","NULL","NULL","NULL","NULL"
"11901","0.6574","FL","RemingtonCollegeHeathrowCampus","23866","252","NULL","NULL","NULL","NULL"
"NULL","0.5405","ID","CollegeofMassageTherapy","NULL","32","NULL","NULL","NULL","NULL"
"10080","NULL","NC","MillerMotteCollegeJacksonville","25845","412","NULL","NULL","NULL","NULL"
"9866","NULL","GA","MillerMotteTechnicalCollegeAugusta","24238","363","NULL","NULL","NULL","NULL"
"10510","NULL","SC","MillerMotteTechnicalCollegeConway","23939","518","NULL","NULL","NULL","NULL"
"13932","NULL","GA","VirginiaCollegeMacon","23852","312","NULL","NULL","NULL","NULL"
"13932","NULL","SC","VirginiaCollegeSpartanburg","23818","258","NULL","NULL","NULL","NULL"
"NULL","NULL","OR","AvedaInstitutePortland","NULL","249","NULL","NULL","NULL","NULL"
"18000","0.6667","VA","ChamberlainCollegeofNursingVirginia","37088","489","NULL","NULL","NULL","NULL"
"16968","NULL","ID","StevensHenagerCollege","29644","308","NULL","NULL","NULL","NULL"
"NULL","NULL","OH","SummitSalonAcademyCincinnati","NULL","42","NULL","NULL","NULL","NULL"
"NULL","NULL","AZ","PenroseAcademy","NULL","183","NULL","NULL","NULL","NULL"
"13932","NULL","VA","VirginiaCollegeRichmond","23400","336","NULL","NULL","NULL","NULL"
"NULL","NULL","MO","SkinInstitute","NULL","61","NULL","NULL","NULL","NULL"
"NULL","NULL","WA","NorthwestInstituteofLiteraryArts","NULL","NULL","NULL","NULL","NULL","NULL"
"NULL","NULL","NC","BodyTherapyInstitute","NULL","72","NULL","NULL","NULL","NULL"
"NULL","NULL","FL","BeautyAcademyofSouthFlorida","NULL","215","NULL","NULL","NULL","NULL"
"NULL","NULL","TX","OgleSchoolHairSkinNailsNorthDallas","NULL","119","NULL","NULL","NULL","NULL"
"NULL","NULL","AR","TheSalonProfessionalAcademyNorthLittleRock","NULL","69","NULL","NULL","NULL","NULL"
"NULL","NULL","MO","TheSalonProfessionalAcademyStCharles","NULL","80","NULL","NULL","NULL","NULL"
"NULL","NULL","FL","AmericanCollegeforMedicalCareers","NULL","508","NULL","NULL","NULL","NULL"
"12165","NULL","NY","MildredElleyNewYorkCampus","23299","923","NULL","NULL","NULL","NULL"
"7995","NULL","AZ","NationalParalegalCollege","18104","938","NULL","NULL","NULL","NULL"
"4941","NULL","NC","CarolinaCollegeofBiblicalStudies","17649","117","NULL","NULL","NULL","NULL"
"NULL","NULL","PA","StarCareerAcademyAudubon","NULL","195","NULL","NULL","NULL","NULL"
"NULL","NULL","OH","AllstateHairstylingBarberCollege","NULL","40","NULL","NULL","NULL","NULL"
"NULL","NULL","TN","OxfordGraduateSchool","NULL","NULL","NULL","NULL","NULL","NULL"
"NULL","NULL","NC","JungTaoSchoolofClassicalChineseMedicine","NULL","NULL","NULL","NULL","NULL","NULL"
"28000","NULL","CA","NewYorkFilmAcademy","47619","1357","NULL","NULL","NULL","NULL"
"30250","NULL","NY","TheCollectiveSchoolOfMusic","44390","56","NULL","NULL","NULL","NULL"
"NULL","NULL","CA","InternationalCollegeofCosmetology","NULL","189","NULL","NULL","NULL","NULL"
"NULL","NULL","PA","BellaCapelliAcademy","NULL","233","NULL","NULL","NULL","NULL"
"NULL","NULL","PA","InstituteofMedicalCareers","NULL","123","NULL","NULL","NULL","NULL"
"NULL","NULL","CA","ToniGuyHairdressingAcademyModesto","NULL","11","NULL","NULL","NULL","NULL"
"5125","NULL","GA","GeorgiaChristianUniversity","25125","153","NULL","NULL","NULL","NULL"
"NULL","NULL","FL","FlaglerTechnicalInstitute","NULL","217","NULL","NULL","NULL","NULL"
"NULL","NULL","CA","GalaxyMedicalCollege","NULL","49","NULL","NULL","NULL","NULL"
"NULL","NULL","CA","AmericanMedicalSciencesCenter","NULL","73","NULL","NULL","NULL","NULL"
"NULL","NULL","UT","MandalynAcademy","NULL","70","NULL","NULL","NULL","NULL"
"10480","NULL","FL","JoseMariaVargasUniversity","NULL","25","NULL","NULL","NULL","NULL"
"NULL","NULL","NH","LairdInstituteofSpaTherapy","NULL","69","NULL","NULL","NULL","NULL"
"NULL","NULL","FL","DADorseyTechnicalCollege","NULL","130","NULL","NULL","NULL","NULL"
"2900","NULL","MI","KeweenawBayOjibwaCommunityCollege","10401","81","NULL","NULL","NULL","NULL"
"NULL","NULL","TN","MeridianInstituteofSurgicalAssisting","NULL","402","NULL","NULL","NULL","NULL"
"NULL","1","HI","MaunaLoaHelicopters","NULL","26","NULL","NULL","NULL","NULL"
"NULL","NULL","UT","AcaydiaSchoolofAesthetics","NULL","49","NULL","NULL","NULL","NULL"
"NULL","NULL","NY","ManhattanInstitute","NULL","682","NULL","NULL","NULL","NULL"
"NULL","NULL","SC","CosmeticArtsInstitute","NULL","41","NULL","NULL","NULL","NULL"
"NULL","NULL","MD","HolisticMassageTrainingInstitute","NULL","28","NULL","NULL","NULL","NULL"
"NULL","NULL","TX","DiamondsCosmetologyCollege","NULL","48","NULL","NULL","NULL","NULL"
"NULL","NULL","CA","TramyBeautySchool","NULL","221","NULL","NULL","NULL","NULL"
"NULL","NULL","VA","NorthernVirginiaSchoolofTherapeuticMassage","NULL","83","NULL","NULL","NULL","NULL"
"NULL","NULL","MO","PaulMitchelltheSchoolStLouis","NULL","178","NULL","NULL","NULL","NULL"
"NULL","NULL","NV","AdvancedTrainingInstitute","NULL","505","NULL","NULL","NULL","NULL"
"NULL","NULL","VA","CosmopolitanBeautyandTechSchool","NULL","146","NULL","NULL","NULL","NULL"
"NULL","NULL","SC","Salon496BarberAcademy","NULL","36","NULL","NULL","NULL","NULL"
"NULL","NULL","NC","ShepherdsTheologicalSeminary","NULL","0","NULL","NULL","NULL","NULL"
"NULL","NULL","UT","TaylorAndrewsAcademyofHairDesignWestJordan","NULL","167","NULL","NULL","NULL","NULL"
"NULL","NULL","CA","SantaAnaBeautyAcademy","NULL","49","NULL","NULL","NULL","NULL"
"4240","0.5278","NC","GraceCollegeofDivinity","7357","113","NULL","NULL","NULL","NULL"
"NULL","NULL","MO","CosmetologyCollegeofFranklinCounty","NULL","22","NULL","NULL","NULL","NULL"
"NULL","NULL","MN","RochesterSchoolofHairDesign","NULL","23","NULL","NULL","NULL","NULL"
"NULL","NULL","NM","AvedaInstituteNewMexico","NULL","182","NULL","NULL","NULL","NULL"
"NULL","NULL","TN","NashvilleBarberandStyleAcademy","NULL","30","NULL","NULL","NULL","NULL"
"NULL","NULL","MO","AmericanTradeSchool","NULL","97","NULL","NULL","NULL","NULL"
"NULL","NULL","IL","EstelleSkinCareandSpaInstitute","NULL","89","NULL","NULL","NULL","NULL"
"NULL","NULL","HI","PaulMitchelltheSchoolHonolulu","NULL","134","NULL","NULL","NULL","NULL"
"NULL","NULL","CA","EliteCosmetologySchool","NULL","72","NULL","NULL","NULL","NULL"
"NULL","NULL","PR","AmericanTechnicalInstitute","NULL","17","NULL","NULL","NULL","NULL"
"NULL","NULL","CA","BerginUniversityofCanineStudies","NULL","28","NULL","NULL","NULL","NULL"
"NULL","NULL","ID","AvedaInstituteBoise","NULL","56","NULL","NULL","NULL","NULL"
"NULL","NULL","FL","AmericanHealthInstitute","NULL","85","NULL","NULL","NULL","NULL"
"NULL","NULL","CO","PimaMedicalInstituteAurora","NULL","322","NULL","NULL","NULL","NULL"
"NULL","NULL","CA","RealBarbersCollege","NULL","115","NULL","NULL","NULL","NULL"
"NULL","NULL","ME","CapiloSchoolofHairDesign","NULL","162","NULL","NULL","NULL","NULL"
"NULL","NULL","AZ","PureAesthetics","NULL","29","NULL","NULL","NULL","NULL"
"NULL","NULL","KY","LindseyInstituteofCosmetology","NULL","55","NULL","NULL","NULL","NULL"
"NULL","NULL","IA","TheSalonProfessionalAcademyIowaCity","NULL","52","NULL","NULL","NULL","NULL"
"NULL","NULL","TX","BucknerBarberSchool","NULL","24","NULL","NULL","NULL","NULL"
"5330","NULL","KY","SimmonsCollegeofKentucky","6428","216","NULL","NULL","NULL","NULL"
"NULL","0.975","NY","AtelierEsthetiqueInstituteofEsthetics","NULL","107","NULL","NULL","NULL","NULL"
"NULL","NULL","WI","AdvancedCollegeofCosmetology","NULL","35","NULL","NULL","NULL","NULL"
"11900","NULL","TX","NorthAmericanUniversity","22443","476","NULL","NULL","NULL","NULL"
"NULL","NULL","KS","EntourageInstituteofBeautyandEsthetics","NULL","72","NULL","NULL","NULL","NULL"
"NULL","NULL","CO","UnitedBeautyCollege","NULL","76","NULL","NULL","NULL","NULL"
"NULL","NULL","CA","CintaAvedaInstitute","NULL","279","NULL","NULL","NULL","NULL"
"NULL","NULL","NY","LongIslandNailSkinCareInstitute","NULL","161","NULL","NULL","NULL","NULL"
"13400","1","NJ","MesivtaKeserTorah","NULL","34","NULL","NULL","NULL","NULL"
"NULL","NULL","CA","SouthernCaliforniaHealthInstitute","NULL","293","NULL","NULL","NULL","NULL"
"NULL","NULL","NJ","BestCareCollege","NULL","72","NULL","NULL","NULL","NULL"
"NULL","NULL","WI","FirstClassCosmetologySchool","NULL","62","NULL","NULL","NULL","NULL"
"9332","NULL","FL","MillenniaAtlanticUniversity","14480","91","NULL","NULL","NULL","NULL"
"NULL","NULL","MI","AbcottInstitute","NULL","132","NULL","NULL","NULL","NULL"
"NULL","NULL","WI","TheSalonProfessionalAcademyKenosha","NULL","86","NULL","NULL","NULL","NULL"
"NULL","NULL","IN","PaulMitchelltheSchoolIndianapolis","NULL","148","NULL","NULL","NULL","NULL"
"NULL","NULL","UT","TaylorAndrewsAcademyStGeorge","NULL","126","NULL","NULL","NULL","NULL"
"NULL","NULL","MO","SeymourBeautyAcademy","NULL","22","NULL","NULL","NULL","NULL"
"NULL","NULL","MI","ProtegeAcademy","NULL","64","NULL","NULL","NULL","NULL"
"11435","1","CO","ColoradoAcademyofVeterinaryTechnology","23197","67","NULL","NULL","NULL","NULL"
"NULL","NULL","ME","NortheastTechnicalInstitute","NULL","477","NULL","NULL","NULL","NULL"
"NULL","NULL","CA","AcademyforSalonProfessionals","NULL","102","NULL","NULL","NULL","NULL"
"NULL","NULL","OH","EliteSchoolofCosmetology","NULL","42","NULL","NULL","NULL","NULL"
"NULL","NULL","NV","PaulMitchelltheSchoolLasVegas","NULL","285","NULL","NULL","NULL","NULL"
"NULL","NULL","IN","TheSalonProfessionalAcademyKokomo","NULL","96","NULL","NULL","NULL","NULL"
"NULL","NULL","AL","HairAcademy","NULL","13","NULL","NULL","NULL","NULL"
"NULL","NULL","FL","FloridaAcademy","NULL","136","NULL","NULL","NULL","NULL"
"NULL","NULL","ME","InstituteforDoctoralStudiesintheVisualArts","NULL","NULL","NULL","NULL","NULL","NULL"
"NULL","NULL","IL","StateCareerCollege","NULL","85","NULL","NULL","NULL","NULL"
"NULL","NULL","CA","AcademyforSalonProfessionals","NULL","61","NULL","NULL","NULL","NULL"
"NULL","NULL","WA","PaulMitchelltheSchoolSpokane","NULL","158","NULL","NULL","NULL","NULL"
"NULL","NULL","IL","JReneeCollege","NULL","93","NULL","NULL","NULL","NULL"
"NULL","NULL","CO","NationalPersonalTrainingInstituteofColorado","NULL","86","NULL","NULL","NULL","NULL"
"NULL","NULL","CO","NationalPersonalTrainingInstituteofColorado","NULL","49","NULL","NULL","NULL","NULL"
"NULL","NULL","CA","InternationalCollegeofBeautyArtsSciences","NULL","54","NULL","NULL","NULL","NULL"
"NULL","NULL","IL","TheSalonProfessionalAcademyShorewood","NULL","59","NULL","NULL","NULL","NULL"
"24900","0.9508","CA","JohnPaultheGreatCatholicUniversity","40178","206","22","28","465","595"
"18048","0.8986","NC","ITTTechnicalInstituteDurham","28235","334","NULL","NULL","NULL","NULL"
"18048","0.8","MD","ITTTechnicalInstituteHanover","28189","353","NULL","NULL","NULL","NULL"
